poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Nimmanhaemin Road,Watching from Hong Kong 🎉Ready for a new place to explore,2,2025-05-19T12:35:50Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8274
Nimmanhaemin Road,"Hello! Welcome to Chiang Mai. I’m live here.
Last week, I went on a trip to Hong Kong after watching many your vlogs. It was great! I’m thinking of going back there again. 😊",0,2025-05-19T16:54:31Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8923
Nimmanhaemin Road,"i go to Chiangmai every month, one of the reasons is visiting Bar San. The best in Chiangmai",2,2025-05-21T03:02:50Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8695
Nimmanhaemin Road,I ll always watch your travel vlog!!why don't you try to visit my country PHILIPPINES♥️🥰,0,2025-05-22T21:49:03Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6655
Nimmanhaemin Road,"I was watching and taking notes of every single cafe you guys visited 😤
But what’s the name of that Japanese-style cafe at the end of the video?? It’s insanely beautiful — someone please tag it for meee",0,2025-05-20T07:56:36Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.3651
Nimmanhaemin Road,been a fan for foreverrrr and chiang mai is my top wishlist .. thank youuu for making this vid! i want to learn travel vlog too what software do you use to make these videos?,0,2025-05-20T02:28:16Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.7632
Nimmanhaemin Road,"I had to comment seeing you going into the Fake Michelin Stars Fishball restaurant because we’ve tried that same restaurant last year and it was not what we expected.. it was below average and were led down, there’s so many people/tourists queuing to eat there for the Michelin stars. In Thailand, there’s some fake Michelin stars restaurants going on so we thought it is either bought or fake advertisement stickers. 😢
On the positive note, mangoes in Thailand really are so fragrant and delicious, definitely a must try kinda fruits😊
Thanks for bringing memories back for me… truly enjoyed this vid.",1,2025-05-19T15:49:18Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9294
Nimmanhaemin Road,OMG!!! FINALLY A THAILAND VLOG!!! CHIANG MAI is one of my favorite places in Thailand and those coffee shop recommendations are on my list now! Thank you for the recommendations and tips! Happy Monday!,1,2025-05-19T13:03:29Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8996
Nimmanhaemin Road,Love the video! Are there good non-alcoholic options at the bars? Makes me want to plan a trip to Chiang Mai with a big group of friends as well 😌,0,2025-05-25T14:02:49Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8064
Nimmanhaemin Road,"I avoid peanuts in Thailand. They are frequently contaminated with aflatoxins. Aflatoxins are produced by molds, and are found in roasted and ground peanuts.",0,2025-05-19T17:41:18Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.8539
Nimmanhaemin Road,is a car needed to get around chiangmai as a tourist?,2,2025-08-08T00:58:46Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.8155
Nimmanhaemin Road,"7:40 I’m Thai and would like to warn tourists about this. Those guys offering a photograph service for flying birds at Tha Phae gate are illegal and are banned by the locals. They’re actually not the locals there. Their behaviors are considered as an animal abuse. Please don’t support them. They’re arrested by the police several times.

By the way, Welcome to Thailand. I love your Vlog so much. Less speech. Nice vibe and nice music❤",1,2025-09-13T11:04:09Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9188
Nimmanhaemin Road,is chiang mai or bangkok better for 7 days travel?,0,2025-10-26T06:31:07Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.6819
Nimmanhaemin Road,"I was honestly in shock learning that women weren’t allowed in the temple shown in the video just because they menstruate. I was really looking forward to visiting Chiang Mai, but I think I’ll stay clear of any places that discriminate against women.

I understand this may come from old cultural or religious beliefs, but as someone who grew up with Islam and saw firsthand how sexist those teachings can be, it’s upsetting to see similar ideas in Buddhism, a faith I always thought was more spiritual and peaceful. I didn’t know about this, and to be honest, it’s really disappointing.",2,2025-06-09T00:44:55Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.8395
Nimmanhaemin Road,I prefer Chiang Mai and Chiang Rai to Bangkok because they are more peaceful and natural.,0,2025-10-28T09:23:57Z,ZmLv3PuDXGA,chiang mai in 5 days,neutral,0.5808
Nimmanhaemin Road,I can’t stand hot humid weather and all the insects so Thailand would never be a place I would visit but I enjoy watching your videos. Also Thailand uses elephants for tourist entertainment which is a horrific life for captive elephants. I can’t support a country that has very little animal protection laws. My choice. Then there’s the human sex trade that the government turns an eye too.,0,2025-05-19T19:59:44Z,ZmLv3PuDXGA,chiang mai in 5 days,negative,0.9321
Nimmanhaemin Road,"Love this video, a great guide for me to plan my trip!",0,2023-05-13T04:40:43Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.9206
Nimmanhaemin Road,"Thanks for the tips! My fiance and I are in Chiang Mai now, so this is super helpful. The imaginary jungle restaurant looks amazing! 😍",2,2022-10-19T09:44:54Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.9082
Nimmanhaemin Road,This is awesome!! so may cool ideas of things to do that I've never seen mentioned before. I for sure have to go to Khaomao Khaofang restaurant,0,2023-07-24T12:39:24Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.8604
Nimmanhaemin Road,Very cool! I want to see Mae Kampong which happens to be very close to Bee forest(which I'm visiting next month!),0,2022-11-01T02:45:33Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.8528
Nimmanhaemin Road,"Thank you for showing me an epic experience. I understand these excursions may be more pricey than some can afford but that doesn’t mean a video like this isn’t warranted. This is exactly what me and my fiancé were looking for. So many amazing suggestions, we can’t wait for our trip!",0,2024-05-18T00:19:46Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.8184
Nimmanhaemin Road,"Thailand Chiang mai beutiful city i am visiting before I want again,🙏👍",0,2022-10-17T06:05:10Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.776
Nimmanhaemin Road,Can u recommend tour guides where took you around pls.  Thanks!,0,2023-02-05T19:53:21Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.6466
Nimmanhaemin Road,"Hello, loved your video! It's very insightful. I am wondering which months did you travel to Northern Thailand? We are planning our trip and heard that there is a lot of smoke during March. Any insight would be helpful. Thank you!",0,2024-01-02T19:50:46Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.8272
Nimmanhaemin Road,Gotta chuckle. All travel videos focus on the rich and affluent. Anything out there for the less affluent?,0,2024-01-18T09:25:34Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.5507
Nimmanhaemin Road,Going to Chiang Mai very soon watching this for inspiration hahaha. Awesome list guys! The jungle restaurant and elephant accomodation look awesome,0,2023-01-29T07:05:26Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,positive,0.8992
Nimmanhaemin Road,"wow- I'm staying at a place that is 10x less expensive than tamarind- I hope I didn't
make a mistake!",0,2025-11-02T14:02:25Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.65
Nimmanhaemin Road,This is a guide for families with limited time and unlimited funds,0,2023-02-21T21:33:20Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.6578
Nimmanhaemin Road,"Wonderful video,need the car booking agency details to travel the city. When is the best time to visit?",0,2024-02-23T05:54:32Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.6162
Nimmanhaemin Road,Can someone pin where the Thai BBQ restaurant are at?,0,2024-03-24T22:01:37Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.7706
Nimmanhaemin Road,"Is ist week  june the right time to visit...
One best reasonable hotel or resort in chaing mai and in chaing rai...",0,2024-05-19T17:17:56Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.4611
Nimmanhaemin Road,"Hi, did you have to have some kind of anti malaria pills or injections for that north tip of Thailand area.
Thanks",0,2023-03-22T20:50:32Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.8506
Nimmanhaemin Road,Is Chiang Mai affected by the flood will be visiting this Friday,1,2022-08-22T14:27:36Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.6805
Nimmanhaemin Road,"While these places are wonderful to look at, its a pity that you concentrate of the most expensive. For example, The bubbles are $AUD1000 a night and Tamarind is around $AUD700, which are simply untenable for most people. I understand that you don't pay these prices, and get them as sponsored advertising, but it would be nice to consider those travelers who would like somewhere nice to stay, without the exorbitant prices.",85,2022-10-18T23:26:23Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,negative,0.9511
Nimmanhaemin Road,"How did you get around, from one location to another? Car rental? Grab app? Please respond, it would greatly be appreciated!",2,2024-05-03T05:00:47Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.4689
Nimmanhaemin Road,hello are all these places u share reachable by grab/taxi? or at some point in time i have to rent car? i dont have a driving license..... 😭,0,2024-01-01T13:19:23Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.5521
Nimmanhaemin Road,Where is the Thai bbq restaurant located. I can't find it in Google,0,2023-01-06T04:45:51Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.5892
Nimmanhaemin Road,How did you travel between these places and between Chiang Mai & Chiang Rai?,0,2022-09-18T10:27:09Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.8096
Nimmanhaemin Road,"At 7:17  you talk about Denha Faasai Seafood Mookata, but I can't find this place on any map. Did it go by another name, was it in Chiang Mai or Chiang Rai?",2,2022-11-06T04:24:03Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.659
Nimmanhaemin Road,Hi can you provide the address for Thai BBQ Restaurant please,1,2022-09-10T22:25:09Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.7838
Nimmanhaemin Road,How many days do you recommend to explore Chiang Mai?,0,2022-10-23T09:43:28Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.5768
Nimmanhaemin Road,Girl 300Euro plus for a night in Tamarind village? be for real.. I can spend a week somehwere for that money,0,2026-01-05T07:35:06Z,IEeQoY1ht_Y,20 EPIC Things to do in Chiang Mai &amp; Chiang Rai (2023) | Thailand Travel Gui,neutral,0.4143
Wat Chedi Luang,"0:52 1. Wat Chedi Luang
1:22 2. Loi Khro Road
2:00 3. Night Bazaar
2:58 4. Doi Suthep
3:52 5. Sunday Market
4:49 6. Warorol Market
5:50 7. Tiger Kingdom
7:55 8. Bo Sang Village
9:15 9. Elephant Nature Park
Excellent video!Thanks for sharing.",8,2017-08-15T12:53:47Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.5321
Wat Chedi Luang,"I loved my trip to Thailand but do wish I had planned more days in Chiang Mai and less in Bangkok!  Chiang Mai was may favorite out of Bangkok, Phuket and Chiang Mai.  I took a day trip to Chiang Rai and saw the White Temple which is amazing.",1,2019-07-08T02:21:54Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",positive,0.7771
Wat Chedi Luang,"I'm thai and i love thailand because
thai food is very delicious",2,2016-10-01T15:39:34Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",positive,0.831
Wat Chedi Luang,"Love Chiang Mai, can't wait to go back and eat Kow Soi and Sai Oa again :)",0,2017-01-31T13:45:51Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",positive,0.8564
Wat Chedi Luang,"If you go to doi suthep you can go even higher up and there will be many ancient monasteries, and a lovely waterfall",1,2018-05-28T22:02:54Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.668
Wat Chedi Luang,"nice and educational video, people have to visit this place",1,2016-08-12T12:35:52Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",positive,0.8162
Wat Chedi Luang,"Next year i will try to go in Chiang mai it looks great. I've already seen Phuket, koh phi phi. I love Thailand.",0,2016-09-12T16:47:33Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",positive,0.8229
Wat Chedi Luang,Hey what’s the cost of visiting Tiger kingdom??,0,2018-07-23T18:42:12Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.8063
Wat Chedi Luang,you can bring buddha mask outside thai?,0,2016-09-11T15:10:45Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.5046
Wat Chedi Luang,"hey +davidsbeenhere, was your trip to chiang mai during summer (video posted aug '16)",0,2017-03-31T10:51:18Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.8072
Wat Chedi Luang,Greeting from Zen Chiang mai villa. If you will visit Chiang mai again pls visit us also :) Byeee,0,2017-02-23T06:47:07Z,M31Bjq5CqSw,"Top 10 Things to Do in Chiang Mai, Thailand",neutral,0.5729
Tha Phae Gate,"I've been staying in Chiang Mai for 7 years; you're the one of the best YT to present Chiang Mai's beautiful, expertly shot, comfortable music and very good editing.😄😄😄",57,2025-05-21T06:10:52Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.9086
Tha Phae Gate,"""Hi, I'm a fan from Thailand. I was so happy to see you visit Chiang Mai. You showed the province in such a warm and lovely light.""",46,2025-05-20T01:18:20Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.92
Tha Phae Gate,We did an epic 5 week(3500km)  journey around Thailand years ago….our boys were 4-2-6 months….Chiang Mai was a favourite! Driving around was fantastic and the people were just incredible…..there was always someone willing to carry a bub😂❤❤,7,2025-05-19T14:20:17Z,ZmLv3PuDXGA,chiang mai in 5 days,positive,0.8796
